datetime,ADA/USD,ALGO/USD,ANKR/USD,ARDR/USD,ATOM/USD,BAND/USD,BAT/USD,BCH/USD,BNB/USD,BTC/USD,CHZ/USD,COMP/USD,CTSI/USD,DASH/USD,DOT/USD,ELF/USD,ENJ/USD,FTT/USD,GMT/USD,HBAR/USD,ICX/USD,IOTA/USD,LINK/USD,NEXO/USD,NMR/USD,ONT/USD,QTUM/USD,RLC/USD,RVN/USD,STORJ/USD,STX/USD,THETA/USD,TRX/USD,VET/USD,WAVES/USD,XAU/USD,XLM/USD,XRP/USD,ZEC/USD,ZIL/USD,ZRX/USD
2024-09-25,-0.019985653620927062,-0.01289434001709875,-0.02161935745116489,-0.07513897085234846,-0.01430434857113315,-0.02115440841751479,-0.03411829712810637,-0.016618599355041282,-0.035934770186315954,-0.025172186104532188,0.07285053865354349,-0.025791232210675866,-0.029560819844386185,-0.008859820786115614,-0.004538500516540303,-0.008873948785902376,-0.027253856830757598,-0.0013120010310452637,-0.030311506323514995,0.009464170286007847,-0.009625272229347058,-0.00830885501524697,-0.008284634039154401,-0.029191334986166526,0.004395097716795566,-0.012069172649306396,-0.023593766219289228,-0.045865770223842035,-0.019688380671401152,0.021232204988245865,-0.06391616188167625,-0.017119875836820356,-0.008235691236305449,-0.009514983983512339,-0.027086381195436007,-0.0018028377506889544,-0.011348050653738943,-0.016072786304293908,-0.047692366981466464,-0.02049127452098326,0.018830001427009968
2024-09-26,0.05432714758576737,0.05636303849764321,0.04360327959482162,0.008382880263220385,0.061667590139328786,0.05599568693101307,0.031705700435413674,0.03342388778027158,0.020865885499799706,0.04415336410451467,0.05146890753677391,0.02233476026891197,0.03666067323818312,0.018473155279246183,0.04906329160316238,0.01705384116233128,0.0638979321892536,0.025128887024313894,0.03351724244452635,0.06822700258000455,0.0456661220069848,0.04034506643015483,0.04911945913923681,0.019161689459820053,0.035056696261313094,0.040917522830903434,0.05117502828303139,0.06709455372323371,0.05833821707857445,0.021587968411346428,0.07697614135403341,0.10862547131418594,0.01844246185393255,0.04849746589804488,0.013303581412553653,0.006043938260810724,0.021513878175057018,0.006948348009892811,0.06823569238077165,0.042753567627455386,0.04046579016628073
2024-09-27,-0.0038695793880715477,0.010433162617757495,0.014523847121876184,1.203548704364725e-05,0.031880833101818926,0.03309145026354951,0.017773879871723974,0.026669592080311316,0.01900732255080272,0.017634375693155804,0.011975829490016923,0.01868998415891141,0.03281834561590591,0.0017428306158935548,0.021017421601102388,-0.002005710775146834,0.06557871115661201,0.014347809353399528,0.035706043577938607,0.020919604214370682,0.022052193985054633,0.027689534781345088,0.017898519778211885,0.029215294306366716,0.056354012882850815,0.01082108766314108,0.025234630703482405,0.02750118151954281,0.04001943016319818,-0.009433048054702981,0.011587639863867804,0.0033367773481438427,0.00846302217216624,0.056149952606749584,0.007451690455242091,-0.006166955078681788,0.01213381653654624,-0.013829109699762017,-0.0034023333475798247,0.040833706988620794,0.04203256472420483
2024-09-28,-0.005178431284136302,-0.02636142704559097,-0.026873539723310545,0.022772815728052745,-0.027243089056140195,-0.03962958904299163,-0.02662557287632552,-0.023978205035606045,-0.01245940165849125,-0.008761623961878257,-0.015264420698222363,-0.036291207927265756,-0.046134350932600994,-0.01776827809777043,-0.01882814895800456,-0.0144565213910276,-0.03873007742146779,-0.04446564073629663,-0.01117879808503514,-0.01580419915272423,-0.04049943732715073,-0.04403822326875739,0.015787177220144197,-0.011411364314656686,0.03592869468961278,-0.017712691010860915,-0.025435073925347516,-0.03339030732116335,-0.023596110963539405,-0.030278848074039407,-0.028746132418851163,-0.048369019083013894,-0.0036089411910293,-0.03661609937843406,-0.03210030211886527,-0.0018269131651728544,-0.0030993400461107835,0.03800665913486604,-0.04279692895532488,-0.03981684976520276,-0.04247040489399362
2024-09-29,-0.008891890400445858,-0.0035407634415867907,0.0005483709674099077,0.049404172897083896,0.004629509715304124,0.0038722332583014567,-0.012015855319364482,0.001193767774869461,-0.01149138797436327,-0.004322763532886657,0.0014970794938637382,-0.02082811852646353,0.009308277560707116,-0.007287565886759391,-0.0065040232928952925,0.02206170184092008,0.05511137109033115,0.5752670558726929,-0.005845249579510675,0.004317540498514589,0.003277588088244893,-0.003420001587817326,-0.037160638517559394,0.0005663866330879875,-0.04724578801274564,-0.01192367816721838,0.0007596080169552527,0.028890524598005334,0.005914449240867768,-0.0009241433190447391,-0.00019633899677292017,0.010819705578596153,0.00470689165045572,-0.002655329578150475,0.09339061797217774,-0.0019495614468413567,0.020697386063236463,0.040124700232907214,-0.018483755761048663,-0.009311083557710735,0.005471364710787643
2024-09-30,-0.053950811953295666,-0.04269470358425553,-0.05650913035433927,-0.07596337468166589,-0.052504287808736116,-0.08130249510953914,-0.060308573521806776,-0.035259372269199944,-0.03601233554571657,-0.027449026673147057,-0.04245569018326438,-0.018642535138918857,-0.04603242227511254,-0.04715889953288473,-0.05843298227870934,-0.02410150834885172,-0.05937502917779049,-0.16782403680317015,-0.008703667344891804,-0.0532812483131251,-0.05023839068823333,-0.058921780861283045,-0.03998257177352821,-0.021307203605181027,-0.09168253955103597,-0.034230585593961596,-0.01609125162134134,-0.0758977901273417,-0.05765564613157595,-0.0714298994054932,-0.06305418560764373,-0.04285188331230895,0.0007512189281447795,-0.04987927122737909,-0.019108552377260953,-0.008719478124645382,-0.03334934115979305,-0.05065566629604911,-0.053764089493629735,-0.05642814557067484,-0.056050038450415784
2024-10-01,-0.03752373982201731,-0.054468327051815514,-0.07510568581829072,-0.04192481831279761,-0.03631569334064246,-0.08606362221054598,-0.06053587158339245,-0.038428526075102235,-0.01891290446940876,-0.01743006562122332,-0.06750407378781229,-0.061495664457959065,-0.08870499312974767,-0.07932479465606516,-0.03807292473290939,-0.06348279070376196,-0.08304649214893502,0.13894652582535616,-0.042775353990430615,-0.06443687724167516,-0.05073192944260865,-0.06929317226381992,-0.04962477091105936,-0.028364829350195256,-0.08081492507359568,-0.05602212455906496,-0.07010919693358621,-0.09044763239603902,-0.05503417542777861,-0.08509771360012136,-0.04201639177963007,-0.04870815054076366,-0.017260455873938135,-0.05439475426439878,-0.020196001741383463,0.008506662602188405,-0.044785663633597005,-0.026040666828204776,-0.026654001711101764,-0.058588189660733286,-0.06800971843643365
2024-10-02,-0.021919484927913586,-0.034254054319663156,-0.0192516216921008,-0.05981138766368632,0.005476691783671352,0.01137176572969855,-0.02724952667655965,-0.008174839925564944,-0.008063106079106269,-0.007120382158068542,-0.02426624182808057,-0.015307576569542262,-0.019289024573624178,0.02387330232430311,-0.012924343786891713,-0.042578154485194364,-0.03322279542410544,0.0059167589678769065,-0.0322440313487599,-0.039742377631500805,-0.03117991178988216,-0.03862056846731525,-0.040315363884084784,-0.03295896134459495,-0.023093202118037268,-0.03519295028764639,-0.0031345404224757227,-0.03863224756194773,-0.02576210526868583,-0.003711008404354452,-0.0043776454235033985,-0.05835403886548907,0.014587326620661905,-0.025659204760817816,-0.08434046979362268,-0.001605191222889109,-0.028065027243661365,-0.08145082192019582,-0.014816770568766374,-0.01146961097760941,-0.010508323108343237
2024-10-03,0.010487431072403826,0.013452529387620947,-0.010462593397681852,0.03135605796433377,-0.0035046574976358956,-0.020391979659809944,0.015735595653357692,0.017170664311474893,0.006357383169577029,0.004521231091272669,-0.002570645656565622,0.015397714085151832,-0.023123788309578498,0.009844171523805305,0.013205986933144318,-0.0160777196256515,-0.001274888830058201,-0.06832865701344432,-0.001514805292672259,0.004529373207950084,-0.018417512637473245,0.007154200590212663,0.0057472621977148145,-0.0009345496773231119,-0.027937070683541128,-0.010790859239808754,-0.017691721051769155,0.05702529945639088,-0.0038725561062323225,-0.014481617007738335,0.05841798498910544,0.004234574652876598,0.01846187393436531,-0.007621634051348599,-0.00716200143802056,-0.0033864055206823656,0.0008928841856693098,-0.032750968221490276,-0.010559560997581041,0.003836407518817509,-0.025431602968020016
2024-10-04,0.023733289209229833,0.017323576624554304,0.03129280473951838,0.09229958917435016,0.04435511905088231,0.021597401869837718,0.02617943677320983,-0.0033540361834686304,0.011552351475734433,-0.0027206576655482914,0.037931622961027374,0.010247254329148914,0.02931230734088503,0.01614623481950892,0.012108169966588447,0.03454695204309958,0.038791981051859714,0.1979862463072945,0.013365813716996357,0.037738592519924584,0.02516689554027083,0.03677536455132856,0.022674821968379524,0.01979985504635552,0.019960246366830692,0.024927397636101398,0.020002271984167857,-0.010970031827186286,0.018651220740951272,0.048213260437880864,-0.013999657931178543,0.026759922917598614,-0.006096488014641511,0.014241178450101324,-0.05120930207405112,-0.00459709320913513,0.019313593185034138,0.0335270805034083,0.03666322734050205,0.025759430866523346,0.044185327654904266
2024-10-05,-0.014370613386931144,-0.017008139409859707,-0.02079183199428051,-0.01770641907481413,-0.013143059584082498,-0.016154621346997,-0.003242022618037811,-0.025781147183294106,-0.0007828246897107847,-0.025587959799837884,0.0025572880587951853,-0.020059634111820313,-0.02576605282826796,-2.6680652784280903e-05,-0.020384193633529318,0.007742351481386309,-0.02795959516035767,0.09855802327855068,-0.018958858643495283,-0.03991996558362063,0.01626327255339354,-0.024994176104276622,0.00019173838916103705,-0.03588279575591967,-0.030185227646910062,-0.012620419021308341,-0.02123827212435369,-0.032982469687674876,-0.027918452780941398,-0.011481481822935118,-0.06636837508395353,-0.017627496587625132,-0.029912811863097237,-0.027189374074768506,-0.012016804250666875,-0.00507650509211884,-0.008518076968982456,-0.021646327988932127,0.002130830469792056,-0.014570994974852883,-0.0332895565005423
2024-10-06,0.009960642505749769,-9.185655494943837e-05,0.020218661674244045,0.09562528209164771,-0.0013494916774370747,0.008859767928359304,0.019126499978064083,-0.00018719821741147724,0.0013565284585378822,0.0027616767907033078,0.00975782722296339,-0.008443644047522484,0.09333439416343767,0.013393907448743851,0.006476470403629451,0.01527790190136937,0.0008657964529780269,-0.10686798054913574,0.003115235499674452,0.011604705041575243,0.02174925067383534,0.015768372897120086,-0.0077827295909691716,0.015796393570771724,0.041591731785456346,0.026561500510812713,0.016412395137355117,0.021452804430051098,0.012444245710464928,0.023478926952333765,0.004838035891452382,0.03088715515580369,-0.00204612587640315,0.018912454808908727,-0.011441432702863713,-0.0023230027519800384,-0.0027925035250572815,3.891373515037787e-05,0.05971357495592062,0.01569533534699464,0.02933928649833819
2024-10-07,-0.02269362924949211,-0.02538691499302588,-0.03566020645532667,-0.07589991109459052,-0.055372387551540475,-0.04574120974155934,-0.014627589851083853,-0.010429352920558195,-0.017219235993041253,-0.017195531924646294,0.05927589479153081,-0.01134784017695608,-0.04389127282447896,-0.029131769332931656,-0.017215106044606004,-0.020012494760154508,-0.0038543649235887635,0.09078569828054192,-0.01091762951766264,-0.03763711796403133,-0.03615705355833436,-0.02505872718895827,-0.01575132082108486,-0.015904085721445353,-0.003071782956194582,-0.016278692224304447,-0.001231896900979879,-0.014722396185571574,-0.023444562455537575,-0.0387217669235874,-0.06193274174318443,-0.03654062883105572,0.005364446501929868,-0.020924904746911784,-0.029455283390184238,-0.005106093139543163,-0.020528122216721893,-0.01996257804430219,-0.030187621190828243,-0.016326017836675553,-0.04162424282717961
2024-10-08,-0.025884625533769082,-0.0463212651795312,-0.04637367047815748,-0.01214943380412873,-0.033659595316727374,-0.06713478308410728,-0.025245777280519716,-0.0067409668405747775,0.01379565989644543,-0.030245762999005932,-0.05800016126936761,-0.03484614833291229,-0.02938129379523742,-0.027965259126448417,-0.024034119263889916,-0.0164626660876381,-0.03443564295756991,-0.15854033417151991,-0.01128603020138888,-0.030779536789239,-0.03589607224924396,-0.03607715213672342,-0.05495106724300634,-0.024745350660951463,-0.06747337065965248,-0.006100357775422786,-0.02302095899749184,-0.04474165021977288,-0.043206683428014744,0.04043225061140444,-0.05936854746187204,-0.035104059754868584,0.02602141534897011,-0.04370387306664955,-0.03766665410414053,-0.008971270042786372,-0.01665116163468145,0.006295624679146698,-0.016926210109636054,-0.027943833449338613,-0.04241952462712521
2024-10-09,-0.0008801681195226754,0.005056051225843374,0.0061467157845752005,-0.024792242676127653,0.0031553452926034245,0.01881784025145248,-0.010226645588631476,0.005115292673863375,-5.056800948209997e-05,0.005819127188762235,0.09142331110620008,0.012507692437390784,0.005850292176261485,-0.009191469408020419,0.010334788435364395,0.002973559553612285,-0.007900744084192182,-0.09693940853289901,-0.004373613068612746,0.00012633625412256794,0.004661863344012824,0.004154137501013514,0.0016882153578232223,0.010194295983767834,-0.005658952877449837,-0.009350221684477293,-0.02399708381704366,-0.02886278969367657,0.01481130496121148,-0.012061727478968505,0.003848145254691862,-0.01892976737816671,-0.00223862156533845,0.013271985143266656,-0.023828193346849203,-0.008980852127226775,0.0012069768866213373,-0.026025172192538474,0.024821105780607193,0.0091371514002829,0.014847861907083506
2024-10-10,0.020317848764001726,0.01774188950207905,0.01472462467040488,-0.005934191330571329,-0.000439687726946629,0.016624926880403183,0.0057624358603307994,0.03110524045239944,0.0026429145192508365,0.014270405939437122,-0.007851781237746137,0.03295811698632416,0.010205070825547911,0.02132175225723406,0.03533648370935964,0.009033578956252102,0.043540498503391215,-0.07027264880814513,0.02403136331839559,0.02789580578859137,0.027683840142713714,0.01373067969312004,0.023255803406425475,0.016187941300666968,0.04286994521559825,0.04161233396064651,0.03949480747522671,0.028426115043710783,0.005480754365814355,0.07307530277608515,0.045527178289703825,0.0008143937427497645,-0.010555680872216984,0.02163604200859291,-0.02594279245884533,0.0049033507681647106,0.014610544008779312,0.013831093252414463,0.1827087373212287,0.01953894767428562,0.008039727289979523
2024-10-11,0.036272064556524215,0.012262210768531725,0.018298500287791678,0.04608514682993895,0.0225980659590445,-0.005126484566920532,0.028206195758701133,0.0022422951592108754,0.0028759094878684135,0.021072084545292222,-0.008180083547328035,-0.011915926304652224,0.02064198645064883,0.024977151132067277,0.013073469392561548,0.022459598419612502,0.026354833295247414,0.013510355631750334,0.011906804577502296,-0.004376567632466785,0.024254065526562674,0.025085833995613604,0.021577009095586207,0.01665919267016637,0.000742344696685153,0.04196674720148197,0.04079128322570946,0.020911285920157573,0.04066327978414695,0.02511999171116482,0.007039053225378025,0.059385450812142165,0.006669899069724952,0.01809251743009874,0.026224193139299374,0.007917860756542393,0.022284113932024237,0.017479242664900627,0.054758686593240805,0.020246095207215688,0.008577328247487193
2024-10-12,-0.004981842038644201,-0.005622270311855047,-0.005299713565759494,-0.007097538121093476,0.00783228920070882,0.021127181682599205,0.003059187927119073,-0.0031060655077165614,-0.005979387482877015,0.00025649308766168347,-0.009182647733615809,0.010679080189683651,0.018684813317457694,0.008558812365483054,0.005898771837674387,-0.0017577250628823433,-0.0185943505981356,-0.04099819960977032,0.010484090488395367,0.0016104936139757766,-0.003118762958145168,0.014238947285879657,-0.001649471915051862,0.00383295721562049,0.006823973833767903,-0.016367843197009752,-0.010245152577528609,0.015306841940602077,-0.006404134253832489,0.021360576624556638,-0.003591927910008022,-0.0030922649180783763,0.012762017906804016,-0.005673039039507267,-0.010032383043197389,-0.000682568627102692,-0.005348378402088645,-0.00535306802264658,-0.05919779003837712,0.01277119122210415,0.01709882147397116
2024-10-13,-0.006935907571823324,-0.004279842206081063,0.0028947541530390895,-0.0557459968805932,0.0040855860273512935,-0.025531581102380966,-0.008997918047998295,-0.019952663963463613,-0.00518450987644105,-0.0032858398181906303,0.07494335367758893,-0.01288348384015934,-0.02394034560630922,-0.009214814037978223,-0.0068679477507999675,0.008242546628700782,0.00026245713553042413,-0.06207011790415845,0.002177726240180585,0.0005429910983325206,0.0021785772579207357,0.015925035142087554,-0.019221020149767294,-0.0017133524981387122,-0.002812992645976074,-0.02783464500981685,-0.019750626958274904,-0.01964835378993613,-0.016504941656435977,0.040201716849846775,-0.012175031118473324,-0.005892611898012541,0.00041579807180197517,-0.009172648772678902,1.069177826415077,-0.0006413197008121093,-0.014684636254530092,-0.015631031035192887,0.020146835206501852,0.0008406159979385294,0.003460488010933722
2024-10-14,0.037789562914463684,0.04374077875226397,0.02620608815466024,0.014786862233617571,0.03477426919126469,0.03180827055110319,0.03858759245678117,0.13999893381101863,0.020399079279259207,0.040830572918693825,0.012236346673413535,0.01720988793364106,0.040238685646925884,0.023966658321834783,0.04517896999873017,0.00984052753810847,0.039140515880372026,0.013696416039382792,0.05930891589908786,0.03958584576303614,0.032463713236497174,0.030214319859938967,0.03939403442428324,0.03830404271507785,0.05240173018918113,0.04570658396346683,0.0459318494753096,0.07206187168606377,0.04392143480727333,0.018758557162796063,0.04993587286933618,0.04366820539955781,-0.01916735539503383,0.040816963145181816,-0.5268829186605618,-0.002857585882478093,0.030779775778788827,0.019968189494074452,0.010641324558366267,0.0338418513187704,0.021841235974320465
2024-10-15,0.015890816110690112,0.021205121151970333,0.019075971788203337,-0.024569722064819173,0.026064837329088812,-0.009808843562784447,0.00367539177636704,-3.38193936975234e-05,0.03794777488767911,0.055578933544467364,0.06865642006368274,0.009866006039658225,0.00031058295367180494,0.0012531659263503546,0.024831540302440752,-0.03620553990683369,0.011487092809463185,-0.06631602426024916,0.02847699525885551,0.09441241179240681,-0.0037994412821126256,-0.009301792789417469,0.05302472142596384,0.030634023237526488,-0.009477902366031292,0.03013968961253581,0.006129042652874301,0.015302079558327589,0.008246376167835589,0.27631864435555137,0.03517387859389116,0.019573857714654815,-0.006686297258379074,0.04782679546787921,-0.0621638717486408,0.004223130649616644,0.0038652640342466404,-0.014396213592710526,0.01317999152550104,0.015543665687510977,0.016800222180399407
2024-10-16,-0.03378756071024265,-0.024901184060032527,-0.004395487622956929,0.06245750076936282,-0.0059215664805885694,-0.015388253380556782,-0.020177071873229566,0.021896542482300135,0.005025925676849714,0.007841001397632275,-0.07975494082038204,0.0051516606648639475,-0.039838233456783265,-0.007079269386658768,-0.02593918682152561,0.0014527937786932444,-0.03655608980078537,0.17050852338641545,0.004939358961774231,-0.04246763245817391,-0.021282538193897055,-0.03406149004519968,-0.020089547412358043,-0.01834544677868709,0.0014383740199033022,-0.011505489909639597,-0.013803807960049827,-0.005796105500690953,-0.013952309967518216,-0.0013535598682829983,0.025965803316846406,-0.024943987069801814,0.0011786635160369032,-0.013652450639240464,0.031725183110246455,0.007459975871339964,0.027541256802765982,0.012835436603804812,-0.0027510934529101447,-0.025114479759247414,-0.018196534473040874
2024-10-17,-0.03230793363917672,-0.027757866146795044,-0.02230314637456981,-0.05338634084816657,-0.03184843736698672,-0.015367100477401134,-0.02461422056986553,0.0028031427954273488,-0.021645829808162972,-0.007830297793962722,-0.003775310502493596,-0.01910264827567844,-0.0034383889164914866,-0.014919178886275298,-0.02764214105515592,-0.010828887190110006,-0.028434386242941305,-0.11889657610407248,-0.006584602224647275,-0.041947156073853756,-0.03296260032445173,-0.033282830935085155,-0.022156670699536436,0.0009600680429253869,-0.034868419406113106,-0.027506631309893653,-0.023110262422150127,-0.028284676413037533,-0.04115834837958012,0.04013170907207763,0.0026914391143929347,-0.0484221523607924,-0.01097048651351289,-0.029648117680578776,0.008067810589276397,0.0031693582774202154,-0.006573316234883777,-0.0066653574395594065,-0.02043226373026876,-0.02524949475373955,-0.03221481958724108
2024-10-18,0.030349754457491784,0.033241413004337604,0.022895570535903298,0.022924713626391077,0.020227026256070594,0.040537616220849074,0.027007030225103684,0.002930794689346764,0.01412271499391898,0.01976524829727458,0.002361901010966548,0.03055422739204575,0.021494760234913105,0.0024372976535859815,0.035699385807823225,0.01384343126999222,0.04660015000949152,0.039373106160460546,0.022268175616289652,0.0165399351275954,0.043842552517297635,0.029656259442959555,0.049187050946236655,0.016332814106307433,0.038099429104880046,0.02839751898427353,0.03734705283255947,0.055284346643821466,0.052427486836616216,0.013931578737155257,0.03929623729135166,0.048779576324489426,-0.003200488423193863,0.034834881107498085,0.012109089805423304,0.00865861938831731,0.02654156929468603,0.017224836940619975,-0.006277887357213626,0.03674413357816508,0.058820487852165426
2024-10-19,0.0071658296997094695,0.008905194808288188,0.03487168501888166,-0.013610449456270764,0.03520545683598958,0.03389836322472961,0.019129254873561798,-0.0050952151253485815,0.0015130257836886403,0.0077569588659185396,-0.011369330915880766,0.014686355631659903,0.027963343876967646,0.02183504056942609,0.038950198736085254,0.015494177794894233,0.02731012822980672,0.03369940254380338,0.013288785249334937,0.04817279667343516,0.011724599431627548,0.013916034977343382,0.004164914024931134,0.019694927281941152,0.022372515517041336,0.019716255085543234,0.008645625084872375,0.022116530664833184,0.051304451297313286,-0.06696092561815792,-0.012498838766856443,0.010892644061357966,-0.010651527363579596,0.012332431861446613,0.011831983164242735,0.0012594185324464144,0.006750233088905977,0.006311692978726793,0.044430317069800045,0.027274147757774966,0.015396034020365929
2024-10-20,0.04420869393275967,0.061105923134847674,0.04018460485116743,0.0058526981795394666,0.056661947273615364,0.05862265648193176,0.0302443916874778,0.021699868549018966,0.01701421949790488,0.010937199864593483,0.001329380339619623,0.027258361170919093,0.07520965032443912,0.02096231324515111,0.03639706405029196,0.010556728352964933,0.08060554077433922,-0.012651186681380364,0.04301051426103124,0.05299406934625315,0.03371433383396456,0.04071192672061133,0.05232328520638289,0.031119308230388214,0.06827729324558499,0.059755343437563245,0.033449535781146594,0.08352622147179416,0.04652922383876491,-0.08421732851834696,0.02371778442889751,0.0591038597560353,0.00025392065429610594,0.055567893910900376,-0.04113016034894602,-0.0003880726044785689,0.005035635638780976,0.008545506812773093,-0.00869765108031652,0.04857215863474094,0.06305170564276309
2024-10-21,-0.004097974886493012,-0.0342685858431917,-0.029755883640218077,0.02150079294209435,0.047129429624441395,-0.0380774376836062,-0.032988082972956446,-0.010793902852874251,-0.006821258542755596,-0.022160287985273176,-0.04259973097448454,-0.03620492463342861,-0.04197002718567776,-0.02980685821377418,-0.04177627547583026,-0.04984011969116036,-0.0432303497156608,-0.014599495313864575,-0.021908508676316947,-0.05664328563211173,-0.048914972227894135,-0.019812185802250075,-0.01953529641715756,-0.016228605981644016,-0.0416575907807428,-0.04442593439587923,-0.04131172564671896,0.048752605983960785,-0.050662677655129607,-0.08180595055953906,-0.04928926166407844,-0.026035289051215507,0.011915202705479865,-0.033236305797088576,-0.05832080204393689,0.00018700437511585868,-0.02060008539172396,-0.008594162130029623,-0.0024374627564264367,-0.022262937618702787,0.006747092048172391
2024-10-22,0.004986983053242877,-0.01660784460276156,-0.025058037243240495,-0.040565429906775856,-0.027682698629377375,-0.011569353207634435,-0.01952399806082971,-0.027310670976348497,-0.015852816014220505,-0.010206911543226725,-0.0018419992691394767,-0.018738745597996667,0.06528112615332722,-0.019946034439806307,-0.01448803547137336,-0.008059093500046327,0.003343454165756349,-0.010479442561759797,-0.024150465857556876,-0.017067395636268662,0.0034945996793214022,-0.016053868033835662,0.015282385423360335,-0.016069470909733992,-0.02867851528001201,-0.019904372586380014,-0.03258056678635103,-0.06474153331643033,-0.007476363637214486,0.027248185679024796,-0.02870209132997793,-0.035848693929114654,0.008361453065109922,-0.01242598816965057,-0.010483000223644338,0.007151929667000534,-0.003174118421071892,-0.021769108966513705,0.008309309344847901,-0.03672619849654867,-0.029176816427257776
2024-10-23,-0.042605104438549715,-0.03405309501587723,-0.05117214731066928,-0.07985694359035184,-0.042353508979999094,-0.05020457142507086,-0.024157400460810732,-0.033876854722688546,-0.02177117366678275,-0.022114425137058653,-0.0448267254983519,-0.03365218167603193,-0.014619569600844281,-0.01361764063094305,-0.03386943265010186,-0.02556984064668511,-0.07348007697959531,-0.06866593260250672,-0.04240272012680657,-0.034738016123927434,-0.05719345263665457,-0.04678554659627101,-0.06271547250080005,-0.03025280333691937,-0.051889409210848475,-0.07253508440908599,-0.03745583620867388,-0.05084091187719935,-0.05907013686385414,-0.07756990383288287,-0.02914804902033517,-0.04896177222330463,0.001520922557283502,-0.047121462874199195,0.005603607241176124,-0.014085715089259095,-0.004336481400775448,-0.004308267172014357,-0.004324406966804205,-0.05455930963171751,-0.049142446647072
2024-10-24,-0.009201770779926349,0.014010577907308022,0.03512241464931158,0.010431948608537633,0.06165693102124771,0.025033391623548687,0.02461828086098839,0.06281768762801943,0.019991268311309915,0.028219624777776925,-0.029598783597411568,0.011943069999681795,-0.004547706811468432,0.019350163471855947,0.006084400199989213,0.0027415511371503055,0.043318463077379375,-0.021084110295809807,0.010597069229430375,-0.0019825369577362692,0.01425726965899067,0.03274973643958127,0.030671017994297976,0.014484621776015087,0.013438397930752403,0.027357481892610266,0.011926369729146435,0.00337848007923771,0.2681445555799161,-0.0015800283791691464,0.01707491472982999,0.01504098326459756,0.02291168996650976,0.039472963406661406,-0.018667090536252907,0.006229339682925645,0.020921473164842833,0.004427204040604302,-0.028041401180977046,0.04671986593663395,0.015088584540282094
2024-10-25,-0.03812768404986058,-0.04737498317021095,-0.07702440611126346,-0.06663736863339288,-0.0726736487443802,-0.07733398786650479,-0.06290636060637769,-0.03163928552918785,-0.013731731136343586,-0.00574653470066196,-0.06475290884457294,-0.05352172497409109,-0.08178749025024741,-0.0586396828960448,-0.03138350621481793,-0.03864190530856911,-0.08106959540515471,-0.08601791973713975,-0.016363522418070462,-0.04063246258894401,-0.04403137328921776,-0.06093764943544536,-0.019212011353154458,-0.024056666458918657,-0.10476869900506461,-0.05837152789005195,-0.06648057763768592,-0.08721528263282798,-0.15763765649009445,-0.10429914281515447,-0.05793006283354482,-0.07030405396055453,-0.0011155070379935995,-0.051168088162346,0.2811303760429855,0.005343708824589763,-0.019448765883137847,-0.03587956945790003,-0.014471513122672763,-0.05357686268519604,-0.040189823915067945
2024-10-26,0.02357688885424607,-0.004262020898735598,-0.004048274179310998,0.021999436715865704,-0.005633154744620612,-0.007201382666139251,-0.002434142614119342,-0.005452068872153945,0.00905231238050946,0.0009912195991939685,0.003658156352031306,0.025981102674711147,0.0037756656120246203,0.004011055435178174,0.014985248633198767,0.014382101201878661,0.004745005716643185,0.08254731956488516,0.014323548742153025,-0.0018235161328242627,-0.016726115542306113,0.004847707110665846,-0.012712853049511749,0.011885183860966276,0.06587500881954253,-0.01502138080140226,0.002761261140834875,0.017746298991308716,-0.00947006152752533,0.0036110337158213714,0.009994085712308715,0.0005452597285730085,0.01405952383682673,0.007513922070825882,-0.18422163796934402,-0.0037861275099351005,0.01403862664237965,0.029421806518971347,-0.031827164677076164,-0.006933500841723396,-0.018655643907579116
2024-10-27,0.028711006722433523,0.019449913783549558,0.022568746625963722,0.0006213856943590532,0.026143450220255573,0.04924441239678112,0.028426636049970894,0.024801064271591306,0.01675139323232719,0.020325828737884567,0.000640605557937831,0.021248221010983073,-0.002494170047968706,0.01209799175763256,0.030621075249672697,0.01439304722004824,0.02212650230659454,-0.008422670062436024,0.021326182228426416,0.019488340477992902,0.021493268447086145,0.03840284632086359,0.005749941704204889,0.01570090663169627,0.004310214475819206,0.028491257177096517,0.026750568536213815,0.06945583511245226,-0.017715892798319578,0.010132083484139106,0.03687649796580143,0.03002482858516352,-0.004109969941216356,0.018395188346132255,-0.026748421191410108,-0.0006600972236272683,0.005276158035624248,0.012635670183081501,0.10350619860763158,0.02529589836733366,0.02417253580438332
2024-10-28,-0.003147103243740741,0.00873487390741439,-0.024714069424574076,0.04371234646161849,-0.013677985049820606,-0.02018637322196115,-0.011031164031340069,0.02211177979019088,0.005597941716457604,0.014821550716090185,-0.008895382187117214,0.009206707352197339,-0.03313517649362367,0.008127624899725232,-0.013256173454361468,-0.011629127628359458,-0.013077097955199481,-0.04650695602282329,0.011644356509929045,-0.014975935445456497,-0.012329943068429012,-0.007329490241969253,0.0014558594084575147,0.0111837830149031,-0.013193059746154492,-0.006516562630756888,-0.001523128045699403,0.010327803949905397,-0.022821895596001583,0.02943434811754253,-0.007753866236285864,-0.0039990591464612694,-0.00945608148745759,-0.019778056740032697,-0.12151670909699765,-0.004727438696206658,-0.011046708832838342,-0.01059110875751312,-0.023633348874991043,-0.02110642512515998,-0.027257063038857447
